FDC_ID,Item,Category,Calorias_kcal,Proteinas_g,Carbohidratos_g,GrasaTotal_g,Colesterol_mg,Fibra_g,Agua_g,Alcohol_g,VitaminaC_mg
169206,"Asparagus, canned, regular pack, solids and liquids",Vegetables and Vegetable Products,15.0,1.8,2.48,0.18,0.0,1.0,94.32,0.0,16.5
169207,"Asparagus, canned, drained solids",Vegetables and Vegetable Products,19.0,2.14,2.46,0.65,0.0,1.6,93.98,0.0,18.4
169208,"Asparagus, frozen, unprepared",Vegetables and Vegetable Products,24.0,3.23,4.1,0.23,0.0,1.9,91.82,0.0,31.8
169209,"Asparagus, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,18.0,2.95,1.92,0.42,0.0,1.6,94.1,0.0,24.4
169210,"Bamboo shoots, raw",Vegetables and Vegetable Products,27.0,2.6,5.2,0.3,0.0,2.2,91.0,0.0,4.0
169211,"Bamboo shoots, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,12.0,1.53,1.92,0.22,0.0,1.0,95.92,,0.0
169212,"Bamboo shoots, canned, drained solids",Vegetables and Vegetable Products,19.0,1.72,3.22,0.4,0.0,1.4,94.32,0.0,1.1
169213,"Beans, kidney, mature seeds, sprouted, raw",Vegetables and Vegetable Products,29.0,4.2,4.1,0.5,0.0,,90.7,,38.7
169214,"Corn, sweet, yellow, canned, whole kernel, drained solids",Vegetables and Vegetable Products,67.0,2.29,14.34,1.22,0.0,2.0,81.41,0.0,1.8
169215,"Corn, sweet, yellow, canned, cream style, regular pack",Vegetables and Vegetable Products,72.0,1.74,18.13,0.42,0.0,1.2,78.73,0.0,4.6
169216,"Corn, sweet, yellow, canned, vacuum pack, regular pack",Vegetables and Vegetable Products,79.0,2.41,19.44,0.5,0.0,2.0,76.58,0.0,8.1
169217,"Corn, yellow, whole kernel, frozen, microwaved",Vegetables and Vegetable Products,113.0,3.62,25.87,1.42,0.0,2.6,68.4,0.0,
169218,"Corn with red and green peppers, canned, solids and liquids",Vegetables and Vegetable Products,75.0,2.33,18.17,0.55,0.0,,77.5,,8.8
169219,"Cornsalad, raw",Vegetables and Vegetable Products,21.0,2.0,3.6,0.4,0.0,,92.8,,38.2
169220,"Cowpeas (blackeyes), immature seeds, raw",Vegetables and Vegetable Products,90.0,2.95,18.83,0.35,0.0,5.0,77.2,,2.5
169221,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,34.0,2.6,7.0,0.3,0.0,,89.5,,17.0
169222,"Yardlong bean, raw",Vegetables and Vegetable Products,47.0,2.8,8.35,0.4,0.0,,87.85,,18.8
169223,"Yardlong bean, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,47.0,2.53,9.18,0.1,0.0,,87.47,,16.2
169224,"Cowpeas, leafy tips, raw",Vegetables and Vegetable Products,29.0,4.1,4.82,0.25,0.0,,89.78,,36.0
169225,"Cucumber, peeled, raw",Vegetables and Vegetable Products,10.0,0.59,2.16,0.16,0.0,0.7,96.73,0.0,3.2
169226,"Dandelion greens, raw",Vegetables and Vegetable Products,45.0,2.7,9.2,0.7,0.0,3.5,85.6,0.0,35.0
169227,"Dandelion greens, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,33.0,2.0,6.4,0.6,0.0,2.9,89.8,0.0,18.0
169228,"Eggplant, raw",Vegetables and Vegetable Products,25.0,0.98,5.88,0.18,0.0,3.0,92.3,0.0,2.2
169229,"Eggplant, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,35.0,0.83,8.73,0.23,0.0,2.5,89.67,0.0,1.3
169230,"Garlic, raw",Vegetables and Vegetable Products,149.0,6.36,33.06,0.5,0.0,2.1,58.58,0.0,31.2
169231,"Ginger root, raw",Vegetables and Vegetable Products,80.0,1.82,17.77,0.75,0.0,2.0,78.89,0.0,5.0
169232,"Gourd, white-flowered (calabash), raw",Vegetables and Vegetable Products,14.0,0.62,3.39,0.02,0.0,0.5,95.54,0.0,10.1
169233,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",Vegetables and Vegetable Products,15.0,0.6,3.69,0.02,0.0,1.2,95.32,0.0,8.5
169234,"Hyacinth-beans, immature seeds, raw",Vegetables and Vegetable Products,46.0,2.1,9.19,0.2,0.0,3.3,87.87,0.0,12.9
169235,"Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,50.0,2.95,9.2,0.27,0.0,,86.9,,5.1
169236,"Jerusalem-artichokes, raw",Vegetables and Vegetable Products,73.0,2.0,17.44,0.01,0.0,1.6,78.01,0.0,4.0
169237,"Jew's ear, (pepeao), raw",Vegetables and Vegetable Products,25.0,0.48,6.75,0.04,0.0,,92.59,,0.6
169238,"Kale, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,36.0,2.94,5.3,1.21,0.0,4.0,89.82,0.0,17.8
169239,"Kale, frozen, unprepared",Vegetables and Vegetable Products,28.0,2.66,4.88,0.46,0.0,2.0,91.12,0.0,39.3
169240,"Kale, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,36.0,2.94,5.3,1.21,0.0,2.3,89.82,0.0,17.8
169241,"Kanpyo, (dried gourd strips)",Vegetables and Vegetable Products,258.0,8.58,65.03,0.56,0.0,9.8,19.97,0.0,0.2
169242,"Mushrooms, shiitake, raw",Vegetables and Vegetable Products,34.0,2.24,6.79,0.49,,2.5,89.74,,
169243,"Mushrooms, portabella, grilled",Vegetables and Vegetable Products,29.0,3.28,4.44,0.58,0.0,2.2,90.66,0.0,0.0
169244,"Lambsquarters, raw",Vegetables and Vegetable Products,43.0,4.2,7.3,0.8,0.0,4.0,84.3,,80.0
169245,"Lambsquarters, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,32.0,3.2,5.0,0.7,0.0,2.1,88.9,0.0,37.0
169246,"Leeks, (bulb and lower leaf-portion), raw",Vegetables and Vegetable Products,61.0,1.5,14.15,0.3,0.0,1.8,83.0,0.0,12.0
169247,"Lettuce, cos or romaine, raw",Vegetables and Vegetable Products,17.0,1.23,3.29,0.3,0.0,2.1,94.61,0.0,4.0
169248,"Lettuce, iceberg (includes crisphead types), raw",Vegetables and Vegetable Products,14.0,0.9,2.97,0.14,0.0,1.2,95.64,0.0,2.8
169249,"Lettuce, green leaf, raw",Vegetables and Vegetable Products,15.0,1.36,2.87,0.15,0.0,1.3,94.98,0.0,9.2
169250,"Lotus root, raw",Vegetables and Vegetable Products,74.0,2.6,17.23,0.1,0.0,4.9,79.1,,44.0
169251,"Mushrooms, white, raw",Vegetables and Vegetable Products,22.0,3.09,3.26,0.34,0.0,1.0,92.45,0.0,2.1
169252,"Mushrooms, white, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,28.0,2.17,5.29,0.47,0.0,2.2,91.08,0.0,4.0
169253,"Mushrooms, white, stir-fried",Vegetables and Vegetable Products,26.0,3.58,4.04,0.33,0.0,1.8,91.1,0.0,0.0
169254,"Mushrooms, canned, drained solids",Vegetables and Vegetable Products,25.0,1.87,5.09,0.29,0.0,2.4,91.08,0.0,0.0
169255,"Mushrooms, portabella, raw",Vegetables and Vegetable Products,22.0,2.11,3.87,0.35,0.0,1.3,92.82,0.0,0.0
169256,"Mustard greens, raw",Vegetables and Vegetable Products,27.0,2.86,4.67,0.42,0.0,3.2,90.7,0.0,70.0
169257,"Mustard greens, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,26.0,2.56,4.51,0.47,0.0,2.0,91.78,0.0,25.3
169258,"Mustard greens, frozen, unprepared",Vegetables and Vegetable Products,20.0,2.49,3.41,0.27,0.0,3.3,93.21,0.0,25.3
169259,"Mustard greens, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,19.0,2.27,3.11,0.25,0.0,2.8,93.8,0.0,13.8
169260,"Okra, raw",Vegetables and Vegetable Products,33.0,1.93,7.45,0.19,0.0,3.2,89.58,0.0,23.0
169261,"Okra, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,22.0,1.87,4.51,0.21,0.0,2.5,92.57,0.0,16.3
169262,"Okra, frozen, unprepared",Vegetables and Vegetable Products,30.0,1.69,6.63,0.25,0.0,2.2,90.82,0.0,12.4
169263,"Okra, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,29.0,1.63,6.41,0.24,0.0,2.1,91.12,0.0,9.6
169264,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",Vegetables and Vegetable Products,158.0,2.75,25.55,5.48,0.0,2.0,64.44,0.0,8.6
169265,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",Vegetables and Vegetable Products,153.0,2.42,23.98,5.78,0.0,3.0,66.82,,8.4
169266,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",Vegetables and Vegetable Products,218.0,3.44,34.03,8.2,0.0,3.2,52.9,,9.5
169267,"Potatoes, frozen, french fried, par fried, extruded, unprepared",Vegetables and Vegetable Products,260.0,2.83,30.15,14.95,0.0,2.9,49.94,,6.3
169268,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",Vegetables and Vegetable Products,333.0,3.55,39.68,18.71,0.0,3.2,35.4,,6.2
169269,"Potato salad, home-prepared",Vegetables and Vegetable Products,143.0,2.68,11.17,8.2,68.0,1.3,76.0,,10.0
169270,"Pumpkin flowers, raw",Vegetables and Vegetable Products,15.0,1.03,3.28,0.07,0.0,,95.15,,28.0
169271,"Pumpkin flowers, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,15.0,1.09,3.3,0.08,0.0,0.9,95.2,0.0,5.0
169272,"Pumpkin leaves, raw",Vegetables and Vegetable Products,19.0,3.15,2.33,0.4,0.0,,92.88,,11.0
169273,"Pumpkin pie mix, canned",Vegetables and Vegetable Products,104.0,1.09,26.39,0.13,0.0,8.3,71.49,,3.5
169274,"Purslane, raw",Vegetables and Vegetable Products,20.0,2.03,3.39,0.36,0.0,,92.86,0.0,21.0
169275,"Purslane, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,18.0,1.49,3.55,0.19,0.0,,93.52,,10.5
169276,"Radishes, raw",Vegetables and Vegetable Products,16.0,0.68,3.4,0.1,0.0,1.6,95.27,0.0,14.8
169277,"Salsify, (vegetable oyster), raw",Vegetables and Vegetable Products,82.0,3.3,18.6,0.2,0.0,3.3,77.0,,8.0
169278,"Salsify, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,68.0,2.73,15.36,0.17,0.0,3.1,81.0,0.0,4.6
169279,"Sauerkraut, canned, solids and liquids",Vegetables and Vegetable Products,19.0,0.91,4.28,0.14,0.0,2.9,92.52,0.0,14.7
169280,"Seaweed, agar, raw",Vegetables and Vegetable Products,26.0,0.54,6.75,0.03,0.0,0.5,91.32,0.0,0.0
169281,"Sesbania flower, cooked, steamed, without salt",Vegetables and Vegetable Products,22.0,1.14,5.23,0.05,0.0,,93.3,,37.0
169282,"Soybeans, green, raw",Vegetables and Vegetable Products,147.0,12.95,11.05,6.8,0.0,4.2,67.5,,29.0
169283,"Soybeans, green, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,141.0,12.35,11.05,6.4,0.0,4.2,68.6,0.0,17.0
169284,"Soybeans, mature seeds, sprouted, raw",Vegetables and Vegetable Products,122.0,13.09,9.57,6.7,0.0,1.1,69.05,,15.3
169285,"Spinach, canned, regular pack, solids and liquids",Vegetables and Vegetable Products,19.0,2.11,2.92,0.37,0.0,1.6,93.22,0.0,13.5
169286,"Spinach, canned, regular pack, drained solids",Vegetables and Vegetable Products,23.0,2.81,3.4,0.5,0.0,2.4,91.78,0.0,14.3
169287,"Spinach, frozen, chopped or leaf, unprepared (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,29.0,3.63,4.21,0.57,0.0,2.9,90.17,0.0,5.5
169288,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,34.0,4.01,4.8,0.87,0.0,3.7,88.94,0.0,2.2
169289,"Squash, summer, scallop, raw",Vegetables and Vegetable Products,18.0,1.2,3.84,0.2,0.0,1.2,94.18,0.0,18.0
169290,"Squash, summer, scallop, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,16.0,1.03,3.3,0.17,0.0,1.9,95.0,0.0,10.8
169291,"Squash, summer, zucchini, includes skin, raw",Vegetables and Vegetable Products,17.0,1.21,3.11,0.32,0.0,1.0,94.79,0.0,17.9
169292,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,15.0,1.14,2.69,0.36,0.0,1.0,95.22,0.0,12.9
169293,"Squash, winter, acorn, cooked, baked, without salt",Vegetables and Vegetable Products,56.0,1.12,14.58,0.14,0.0,4.4,82.9,,10.8
169294,"Squash, winter, acorn, cooked, boiled, mashed, without salt",Vegetables and Vegetable Products,34.0,0.67,8.79,0.08,0.0,2.6,89.7,,6.5
169295,"Squash, winter, butternut, raw",Vegetables and Vegetable Products,45.0,1.0,11.69,0.1,0.0,2.0,86.41,0.0,21.0
169296,"Squash, winter, butternut, cooked, baked, without salt",Vegetables and Vegetable Products,40.0,0.9,10.49,0.09,0.0,3.2,87.8,,15.1
169297,"Squash, winter, hubbard, cooked, boiled, mashed, without salt",Vegetables and Vegetable Products,30.0,1.48,6.46,0.37,0.0,2.9,91.1,0.0,6.5
169298,"Squash, winter, spaghetti, raw",Vegetables and Vegetable Products,31.0,0.64,6.91,0.57,0.0,1.5,91.6,0.0,2.1
169299,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",Vegetables and Vegetable Products,27.0,0.66,6.46,0.26,0.0,1.4,92.3,0.0,3.5
169300,"Succotash, (corn and limas), raw",Vegetables and Vegetable Products,99.0,5.03,19.59,1.02,0.0,3.8,73.1,0.0,15.1
169301,"Water convolvulus,raw",Vegetables and Vegetable Products,19.0,2.6,3.13,0.2,0.0,2.1,92.47,,55.0
169302,"Water convolvulus, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,20.0,2.08,3.7,0.24,0.0,1.9,92.93,0.0,16.0
169303,"Sweet potato leaves, raw",Vegetables and Vegetable Products,42.0,2.49,8.82,0.51,0.0,5.3,86.81,,11.0
169304,"Sweet potato leaves, cooked, steamed, without salt",Vegetables and Vegetable Products,35.0,2.18,7.38,0.34,0.0,1.9,89.2,0.0,1.5
169305,"Sweet potato, canned, mashed",Vegetables and Vegetable Products,101.0,1.98,23.19,0.2,0.0,1.7,73.88,0.0,5.2
169306,"Sweet potato, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,96.0,1.71,22.22,0.18,0.0,1.7,74.89,,13.3
169307,"Sweet potato, frozen, cooked, baked, without salt",Vegetables and Vegetable Products,100.0,1.71,23.4,0.12,0.0,1.8,73.7,0.0,9.1
169308,"Taro, raw",Vegetables and Vegetable Products,112.0,1.5,26.46,0.2,0.0,4.1,70.64,0.0,4.5
169309,"Taro shoots, cooked, without salt",Vegetables and Vegetable Products,14.0,0.73,3.2,0.08,0.0,,95.3,,18.9
169310,"Taro, tahitian, raw",Vegetables and Vegetable Products,44.0,2.79,6.91,0.97,0.0,,87.96,,96.0
169311,"Artichokes, (globe or french), cooked, boiled, drained, with salt",Vegetables and Vegetable Products,51.0,2.89,11.39,0.34,0.0,5.7,84.08,0.0,7.4
169312,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,45.0,3.11,9.18,0.5,0.0,4.6,86.5,,5.0
169313,"Asparagus, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,22.0,2.4,4.11,0.22,0.0,2.0,92.63,0.0,7.7
169314,"Asparagus, canned, no salt added, solids and liquids",Vegetables and Vegetable Products,15.0,1.8,2.48,0.18,0.0,1.0,94.32,0.0,16.5
169315,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,33.0,4.83,4.72,0.58,0.0,,89.3,,35.6
169316,"Lima beans, immature seeds, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,123.0,6.81,23.64,0.32,0.0,5.3,67.17,,10.1
169317,"Lima beans, immature seeds, canned, no salt added, solids and liquids",Vegetables and Vegetable Products,71.0,4.07,13.33,0.29,0.0,3.6,81.17,0.0,8.7
169318,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,105.0,6.65,19.45,0.3,0.0,4.8,72.35,,5.8
169319,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,20.0,1.86,3.5,0.32,0.0,,93.39,,6.1
169320,"Beans, snap, yellow, raw",Vegetables and Vegetable Products,31.0,1.82,7.13,0.12,0.0,3.4,90.27,0.0,16.3
169321,"Beans, snap, green, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,35.0,1.89,7.88,0.28,0.0,3.2,89.22,,9.7
169322,"Beans, snap, yellow, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,35.0,1.89,7.88,0.28,0.0,3.3,89.22,0.0,9.7
169323,"Beans, snap, yellow, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,35.0,1.89,7.88,0.28,0.0,3.3,89.22,,9.7
169324,"Beans, snap, yellow, frozen, all styles, unprepared",Vegetables and Vegetable Products,33.0,1.8,7.58,0.21,0.0,2.8,89.88,0.0,12.9
169325,"Beans, snap, green, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,28.0,1.49,6.45,0.17,0.0,3.0,91.42,0.0,4.1
169326,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,28.0,1.49,6.45,0.17,0.0,3.0,91.42,0.0,4.1
169327,"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,28.0,1.49,6.45,0.17,0.0,3.0,91.42,0.0,4.1
169328,"Broadbeans, immature seeds, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,62.0,4.8,10.1,0.5,0.0,,83.7,,19.8
169329,"Broccoli, leaves, raw",Vegetables and Vegetable Products,28.0,2.98,5.06,0.35,0.0,2.3,90.69,0.0,93.2
169330,"Broccoli, flower clusters, raw",Vegetables and Vegetable Products,28.0,2.98,5.06,0.35,0.0,2.3,90.69,0.0,93.2
169331,"Broccoli, stalks, raw",Vegetables and Vegetable Products,28.0,2.98,5.24,0.35,0.0,,90.69,,93.2
169332,"Brussels sprouts, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,42.0,3.64,8.32,0.39,0.0,4.1,86.74,0.0,45.7
169333,"Burdock root, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,88.0,2.09,21.15,0.14,0.0,1.8,75.64,,2.6
169334,"Butterbur, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,8.0,0.23,2.16,0.02,0.0,,96.7,,18.9
169335,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",Vegetables and Vegetable Products,24.0,1.21,5.37,0.18,0.0,2.3,92.52,,51.0
169336,"Cabbage, common (danish, domestic, and pointed types), stored, raw",Vegetables and Vegetable Products,24.0,1.21,5.37,0.18,0.0,2.3,92.52,,42.0
169337,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",Vegetables and Vegetable Products,14.0,1.5,2.41,0.17,0.0,1.7,95.24,,15.8
169338,"Cardoon, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,20.0,0.76,4.74,0.11,0.0,1.7,93.46,,1.7
169339,"Carrots, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,35.0,0.76,8.22,0.18,0.0,3.0,90.17,0.0,3.6
169340,"Carrots, canned, no salt added, solids and liquids",Vegetables and Vegetable Products,23.0,0.59,5.36,0.14,0.0,1.8,92.99,0.0,2.0
169341,"Celeriac, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,27.0,0.96,5.9,0.19,0.0,,92.3,,3.6
169342,"Celery, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,18.0,0.83,4.0,0.16,0.0,1.6,94.11,,6.1
169343,"Chard, swiss, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,20.0,1.88,4.13,0.08,0.0,2.1,92.65,,18.0
169344,"Chayote, fruit, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,22.0,0.62,4.5,0.48,0.0,2.8,93.43,0.0,8.0
169345,"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,61.0,1.95,13.86,0.77,0.0,1.7,82.61,0.0,2.6
169346,"Corn, sweet, yellow, canned, cream style, no salt added",Vegetables and Vegetable Products,72.0,1.74,18.13,0.42,0.0,1.2,78.73,0.0,4.6
169347,"Corn, sweet, yellow, canned, vacuum pack, no salt added",Vegetables and Vegetable Products,79.0,2.41,19.44,0.5,0.0,2.0,76.58,0.0,8.1
169348,"Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt",Vegetables and Vegetable Products,79.0,2.55,18.71,0.67,0.0,2.4,77.03,,3.5
169349,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,94.0,3.11,22.33,0.74,0.0,2.8,73.2,,4.8
169350,"Cress, garden, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,23.0,1.9,3.8,0.6,0.0,0.7,92.5,,23.0
169351,"Dandelion greens, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,33.0,2.0,6.4,0.6,0.0,2.9,89.8,,18.0
169352,"Eggplant, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,33.0,0.83,8.14,0.23,0.0,2.5,89.67,,1.3
169353,"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",Vegetables and Vegetable Products,13.0,0.6,3.1,0.02,0.0,1.2,95.32,0.0,8.5
169354,"Jute, potherb, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,37.0,3.68,7.29,0.2,0.0,2.0,87.15,,33.0
169355,"Kale, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,44.0,2.94,5.3,1.21,0.0,2.3,89.82,0.0,17.8
169356,"Kale, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,36.0,2.94,5.3,1.21,0.0,2.3,89.82,0.0,17.8
169357,"Kohlrabi, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,29.0,1.8,6.69,0.11,0.0,1.1,90.3,,54.0
169358,"Yambean (jicama), cooked, boiled, drained, with salt",Vegetables and Vegetable Products,36.0,0.72,8.23,0.09,0.0,,90.07,,14.1
169359,"Yardlong bean, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,47.0,2.53,9.17,0.1,0.0,,87.47,,16.2
169360,"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",Vegetables and Vegetable Products,64.0,1.95,15.41,0.5,0.0,0.7,81.34,0.0,5.5
169361,"Corn, sweet, white, canned, whole kernel, drained solids",Vegetables and Vegetable Products,67.0,2.29,14.34,1.22,0.0,2.0,81.41,0.0,1.8
169362,"Corn, sweet, white, canned, cream style, regular pack",Vegetables and Vegetable Products,74.0,1.74,18.62,0.42,0.0,1.2,78.24,0.0,4.6
